	MOVIES	YEAR	GENRE	RATING	STARS	VOTES	RunTime
1076	Night in Paradise	(2020)	Action, Crime, Drama	6.7	Director: Park Hoon-jung |      Stars: Tae-goo Eom,  Jeon Yeo-bin,  Seung-Won Cha,  Dong-in Cho	4668.0	131.0
1077	Ezel	(2009–2011)	Crime, Drama, Thriller	8.6	Stars: Kenan Imirzalioglu,  Cansu Dere,  Yigit Özsener,  Baris Falay	29151.0	90.0
1078	Kimbiseoga wae geureolkka	(2018)	Comedy, Mystery, Romance	8.1	Stars: Park Min-Young,  Seo Jun Park,  Lee Tae-Hwan,  Kim Byeong-Ok	7696.0	60.0
1079	Amar	(2017)	Drama, Romance	5.2	Director: Esteban Crespo |      Stars: María Pedraza,  Pol Monen,  Natalia Tena,  Greta Fernández	4083.0	105.0
1080	Le convoyeur	(2004)	Action, Crime, Drama	6.6	Director: Nicolas Boukhrief |      Stars: Albert Dupontel,  Jean Dujardin,  François Berléand,  Claude Perron	3525.0	95.0
1081	Soupçons	(2004–2018)	Documentary, Crime, Drama	7.9	Stars: Michael Peterson,  David Rudolf,  Ron Guerette,  Martha Ratliff	20200.0	629.0
1082	Valley of the Dolls	(1967)	Drama, Music, Romance	6.0	Director: Mark Robson |      Stars: Barbara Parkins,  Patty Duke,  Paul Burke,  Sharon Tate	7900.0	123.0
1083	Tidelands	(2018)	Crime, Drama, Fantasy	7.0	Stars: Charlotte Best,  Marco Pigossi,  Aaron Jakubenko,  Mattias Inwood	7104.0	60.0
1084	The Shack	(I) (2017)	Drama, Fantasy	6.3	Director: Stuart Hazeldine |      Stars: Sam Worthington,  Octavia Spencer,  Tim McGraw,  Radha Mitchell	31775.0	132.0
1085	To the Lake	(I) (2019)	Drama, Sci-Fi, Thriller	7.3	Stars: Kirill Käro,  Maryana Spivak,  Aleksandr Robak,  Eldar Kalimulin	10507.0	79.83280507131538
1086	Escape From Spiderhead	(2021)	Action, Mystery, Sci-Fi	6.595237226277373	Director: Joseph Kosinski |      Stars: Chris Hemsworth,  Jurnee Smollett,  Miles Teller,  Tess Haubrich	21652.736861313868	79.83280507131538
1087	Yakuza and the Family	(2020)	Crime, Drama	7.0	Director: Michihito Fujii |      Stars: Gô Ayano,  Naoyuki Fernandez,  Hayato Ichihara,  Hayato Isomura	1192.0	136.0
1088	Maggie	(I) (2015)	Drama, Horror, Sci-Fi	5.6	Director: Henry Hobson |      Stars: Arnold Schwarzenegger,  Abigail Breslin,  Joely Richardson,  Laura Cayouette	42895.0	95.0
1089	Broken City	(2013)	Action, Crime, Drama	6.2	Director: Allen Hughes |      Stars: Mark Wahlberg,  Russell Crowe,  Catherine Zeta-Jones,  Jeffrey Wright	77749.0	109.0
1090	Delhi Crime	(2019– )	Crime, Drama	8.5	Stars: Shefali Shah,  Rajesh Tailang,  Rasika Dugal,  Anurag Arora	15928.0	50.0
1091	La Mante	(2017)	Crime, Drama, Thriller	7.4	Stars: Carole Bouquet,  Fred Testot,  Manon Azem,  Pascal Demolon	12210.0	52.0
1092	Step Up 2: The Streets	(2008)	Drama, Music, Romance	6.2	Director: Jon M. Chu |      Stars: Robert Hoffman,  Briana Evigan,  Cassie Ventura,  Adam Sevani	82792.0	98.0
1093	Move to Heaven	(2021– )	Drama	8.7	Stars: Olivia Castanho,  Yang Hong-Seok,  Lee Jehoon,  Tang Joon-sang	2598.0	60.0
1094	Baby	(2018–2020)	Drama	6.8	Stars: Benedetta Porcaroli,  Alice Pagani,  Riccardo Mandolini,  Chabeli Sastre	9336.0	50.0
1095	L'incredibile storia dell'Isola delle Rose	(2020)	Adventure, Comedy, Drama	7.0	Director: Sydney Sibilia |      Stars: Elio Germano,  Leonardo Lidi,  Matilda De Angelis,  Tom Wlaschiha	16127.0	117.0
1096	Jeopardy!	(1984– )	Game-Show	8.2	Stars: Alex Trebek,  Johnny Gilbert,  Jimmy McGuire,  Sarah Whitcomb Foss	6528.0	30.0
1097	Miracle in Cell No. 7	(2019)	Drama	8.2	Director: Mehmet Ada Öztekin |      Stars: Aras Bulut Iynemli,  Nisa Sofiya Aksongur,  Deniz Baysal,  Celile Toyon Uysal	41099.0	132.0
1098	Contraband	(2012)	Action, Crime, Drama	6.4	Director: Baltasar Kormákur |      Stars: Mark Wahlberg,  Giovanni Ribisi,  Kate Beckinsale,  Robert Wahlberg	119261.0	109.0
1099	The Client	(1994)	Crime, Drama, Mystery	6.7	Director: Joel Schumacher |      Stars: Susan Sarandon,  Tommy Lee Jones,  Brad Renfro,  Mary-Louise Parker	62748.0	119.0
1100	Mirror Mirror	(I) (2012)	Adventure, Comedy, Drama	5.6	Director: Tarsem Singh |      Stars: Lily Collins,  Julia Roberts,  Armie Hammer,  Nathan Lane	85615.0	106.0
1101	Otherhood	(2019)	Comedy	6.1	Director: Cindy Chupack |      Stars: Angela Bassett,  Patricia Arquette,  Felicity Huffman,  Jake Hoffman	10213.0	100.0
1102	A.N.T. Farm	(2011–2014)	Comedy, Drama, Family	5.1	Stars: China Anne McClain,  Sierra McCormick,  Jake Short,  Stefanie Scott	6347.0	30.0
1103	Chappelle's Show	(2003–2006)	Comedy, Music	8.7	Stars: Dave Chappelle,  Donnell Rawlings,  Rudy Rush,  Charlie Murphy	57671.0	22.0
1104	You Me Her	(2016–2020)	Comedy, Drama, Romance	7.0	Stars: Greg Poehler,  Rachel Blanchard,  Priscilla Faia,  Melanie Papalia	9698.0	28.0
1106	Órbita 9	(2017)	Drama, Romance, Sci-Fi	5.9	Director: Hatem Khraiche |      Stars: Clara Lago,  Álex González,  Andrés Parra,  Belén Rueda	7123.0	95.0
1107	Bitten	(2014–2016)	Drama, Fantasy, Horror	7.0	Stars: Laura Vandervoort,  Greyston Holt,  Greg Bryk,  Steve Lund	16925.0	44.0
1108	The World's Most Amazing Vacation Rentals	(2021– )	Reality-TV	6.6	Stars: Megan Batoon,  Jo Franco,  Luis D. Ortiz,  Drew Nicholls	685.0	79.83280507131538
1109	Black Mirror: Bandersnatch	(2018)	Drama, Fantasy, Mystery	7.1	Director: David Slade |      Stars: Fionn Whitehead,  Craig Parkinson,  Alice Lowe,  Asim Chaudhry	118074.0	90.0
1110	Johnny Test	(2005– )	Animation, Action, Adventure	5.1	Stars: James Arnold Taylor,  Maryke Hendrikse,  Lee Tockar,  Ashleigh Ball	7357.0	30.0
1111	I Spit on Your Grave 2	(2013)	Horror, Thriller	5.7	Director: Steven R. Monroe |      Stars: Jemma Dallender,  Joe Absolom,  Yavor Baharov,  George Zlatarev	28118.0	106.0
1112	The Boys in the Band	(2020)	Drama	6.8	Director: Joe Mantello |      Stars: Jim Parsons,  Zachary Quinto,  Matt Bomer,  Andrew Rannells	13250.0	121.0
1113	Une fille facile	(2019)	Comedy, Drama	5.6	Director: Rebecca Zlotowski |      Stars: Mina Farid,  Zahia Dehar,  Benoît Magimel,  Nuno Lopes	4398.0	92.0
1114	The Great Gatsby	(1974)	Drama, Romance	6.4	Director: Jack Clayton |      Stars: Robert Redford,  Mia Farrow,  Bruce Dern,  Karen Black	24087.0	144.0
1115	Mimi wo sumaseba	(1995)	Animation, Drama, Family	7.9	Director: Yoshifumi Kondô |      Stars: Yoko Honna,  Issey Takahashi,  Takashi Tachibana,  Shigeru Muroi	55741.0	111.0
1116	Rebecka Martinsson	(2017– )	Crime, Drama, Mystery	7.2	Stars: Eva Melander,  Jakob Öhrman,  Ardalan Esmaili,  Thomas Oredsson	2356.0	45.0
1117	Avengement	(I) (2019)	Action, Crime	6.6	Director: Jesse V. Johnson |      Stars: Scott Adkins,  Craig Fairbrass,  Thomas Turgoose,  Nick Moran	12996.0	87.0
1118	Thelma	(2017)	Drama, Fantasy, Horror	7.0	Director: Joachim Trier |      Stars: Eili Harboe,  Kaya Wilkins,  Henrik Rafaelsen,  Ellen Dorrit Petersen	28282.0	116.0
1119	Step Up 3D	(2010)	Drama, Music, Romance	6.2	Director: Jon M. Chu |      Stars: Sharni Vinson,  Rick Malambri,  Adam Sevani,  Alyson Stoner	56610.0	107.0
1120	Seaspiracy	(2021)	Documentary, Adventure	8.2	Director: Ali Tabrizi |      Stars: Ali Tabrizi,  Richard O'Barry,  Lucy Tabrizi,  Lori Marino	25217.0	89.0
1121	Drop Dead Diva	(2009–2014)	Comedy, Drama	7.4	Stars: Brooke Elliott,  Margaret Cho,  Kate Levering,  April Bowlby	18697.0	60.0
1122	High-Rise Invasion	(2021– )	Animation, Action, Horror	6.7	Stars: Haruka Shiraishi,  Shiki Aoki,  Yuichiro Umehara,  Zeno Robinson	1836.0	25.0
1123	La casa de las flores	(2018–2020)	Comedy, Drama	7.6	Stars: Cecilia Suárez,  Claudette Maillé,  Dario Yazbek Bernal,  Juan Pablo Medina	7172.0	60.0
1124	Eung-dab-ha-ra 1988	(2015–2016)	Comedy, Drama, Family	9.1	Stars: Hyeri Lee,  Go Kyung-Pyo,  Ryu Jun-Yeol,  Park Bo-Gum	4663.0	90.0
1125	Triple Threat	(2019)	Action, Thriller	5.6	Director: Jesse V. Johnson |      Stars: Tony Jaa,  Tiger Hu Chen,  Iko Uwais,  Scott Adkins	10345.0	96.0
1126	Are You the One?	(2014– )	Reality-TV	6.5	Stars: Ryan Devlin,  Terrence Jenkins,  Lewis Belt,  Tomas Buenos	2061.0	41.0
1127	Dogs of Berlin	(2018– )	Action, Crime, Drama	7.6	Stars: Felix Kramer,  Fahri Yardim,  Samy Abdel Fattah,  Mohamed Issa	11304.0	542.0
1128	Dash & Lily	(2020– )	Comedy, Drama, Romance	7.5	Stars: Austin Abrams,  Midori Francis,  Dante Brown,  Troy Iwata	12908.0	79.83280507131538
1129	Rebellion	(2016–2019)	Drama, History, War	7.2	Stars: Michael Ford-FitzGerald,  Jaelynne Wallace Ruane,  Jordanne Jones,  Brian Gleeson	3096.0	258.0
1130	The Willoughbys	(2020)	Animation, Adventure, Comedy	6.4	Directors: Kris Pearn,  Cory Evans,  Rob Lodermeier |      Stars: Will Forte,  Maya Rudolph,  Alessia Cara,  Terry Crews	15654.0	90.0
1131	Inuyasha	(2000–2004)	Animation, Action, Adventure	7.9	Stars: Kappei Yamaguchi,  Richard Ian Cox,  Darren Pleavin,  Satsuki Yukino	15149.0	24.0
1132	Gyeongiroun Somun	(2020– )	Action, Fantasy, Horror	8.2	Stars: Byeong-gyu Jo,  Joon-Sang Yoo,  Se-Jeong Kim,  Yeom Hye-ran	3546.0	65.0
1133	Cidade Invisível	(2021– )	Crime, Drama, Fantasy	7.4	Stars: Luísa Civita,  Jéssica Córes,  Samuel de Assis,  Manuela Dieguez	4641.0	60.0
1134	Kidô senshi Gandamu: Senkô no Hasauei	(2021)	Animation, Action, Drama	6.8	Director: Shûkô Murase |      Stars: Kenshô Ono,  Reina Ueda,  Jun'ichi Suwabe,  Sôma Saitô	734.0	95.0
1135	Quicksand	(2019)	Crime, Drama, Mystery	7.5	Stars: Hanna Ardéhn,  Felix Sandman,  David Dencik,  Anna Björk	18397.0	45.0
1136	Mine	(2021– )	Drama, Mystery	7.8	Stars: Lee Bo-young,  Kim Seo-hyeong,  Ja-Yeon Ok,  Hak-Yeon Cha	580.0	70.0
1137	Thomas the Tank Engine & Friends	(1984–2021)	Animation, Adventure, Comedy	6.6	Stars: Michael Angelis,  Keith Wickham,  Michael Brandon,  Kerry Shale	4153.0	11.0
1138	RH Project	(2021)	Documentary, Crime, History	7.0	Stars: Paul Giamatti,  Phil Amicone,  Charlie Ott,  Michael Zuckerman	6171.0	239.0
1139	Sand Castle	(2017)	Action, Drama, War	6.3	Director: Fernando Coimbra |      Stars: Nicholas Hoult,  Logan Marshall-Green,  Henry Cavill,  Glen Powell	21056.0	113.0
1140	The Courier	(2019)	Action, Crime, Drama	4.8	Director: Zackary Adler |      Stars: Olga Kurylenko,  Gary Oldman,  Amit Shah,  Alicia Agneson	8955.0	99.0
1141	Capitani	(2019–2020)	Crime, Drama, Mystery	6.6	Stars: Luc Schiltz,  Sophie Mousel,  Claude De Demo,  Joe Dennenwald	3305.0	312.0
1142	Prime Time	(2021)	Drama, Thriller	5.3	Director: Jakub Piatek |      Stars: Bartosz Bielenia,  Magdalena Poplawska,  Andrzej Klak,  Malgorzata Hajewska	1257.0	93.0
1143	Power Rangers: Dino Fury	(2021)	Action, Adventure, Comedy	6.7	Stars: Russell Curry,  Hunter Deno,  Kainalu Moya,  Tessa Rao	234.0	21.0
1144	Kari-gurashi no Arietti	(2010)	Animation, Adventure, Family	7.6	Director: Hiromasa Yonebayashi |      Stars: Amy Poehler,  Will Arnett,  Mirai Shida,  Ryûnosuke Kamiki	84951.0	94.0
1145	Fate/Zero	(2011–2012)	Animation, Action, Drama	8.3	Stars: Ayako Kawasumi,  Kari Wahlgren,  Sayaka Ôhara,  Jôji Nakata	11162.0	24.0
1146	Yasuke	(2021– )	Animation, Action, Adventure	6.2	Stars: LaKeith Stanfield,  Maya Tanida,  William Christopher Stephens,  Darren Criss	3807.0	30.0
1147	Summertime	(2020– )	Drama, Romance	5.5	Stars: Rebecca Coco Edogamhe,  Ludovico Tersigni,  Amanda Campana,  Andrea Lattanzi	2111.0	40.0
1148	Jagame Thandhiram	(2021)	Action, Crime, Drama	6.0	Director: Karthik Subbaraj |      Stars: Dhanush,  James Cosmo,  Aishwarya Lekshmi,  Joju George	10209.0	158.0
1149	Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD	(2010)	Animation, Action, Drama	7.2	Stars: Jun'ichi Suwabe,  Eri Kitamura,  Nobuyuki Hiyama,  Hitomi Harada	11708.0	24.0
1150	Dragons: Race to the Edge	(2015–2018)	Animation, Action, Adventure	8.3	Stars: Jay Baruchel,  America Ferrera,  Zack Pearlman,  Christopher Mintz-Plasse	5220.0	22.0
1151	The Lovebirds	(2020)	Action, Comedy, Crime	6.1	Director: Michael Showalter |      Stars: Issa Rae,  Kumail Nanjiani,  Paul Sparks,  Anna Camp	23179.0	86.0
1152	Dangerous Lies	(2020)	Drama, Mystery, Thriller	5.3	Director: Michael M. Scott |      Stars: Nick Purcha,  Carlos Joe Costa,  Camila Mendes,  Briana Skye	15360.0	96.0
1153	This Is Pop	(2021– )	Music	6.9	Stars: Jack Casady,  Ludwig Göransson,  Hozier,  Alex James	680.0	44.0
1154	White Gold	(2017–2019)	Comedy	7.4	Stars: Ed Westwick,  James Buckley,  Joe Thomas,  Linzey Cocker	9957.0	30.0
1155	The Killer	(I)	Action, Crime, Drama	6.595237226277373	Director: David Fincher |      Star: Michael Fassbender	21652.736861313868	79.83280507131538
1157	Mosul	(I) (2019)	Action, Drama, War	7.2	Director: Matthew Michael Carnahan |      Stars: Waleed Elgadi,  Hayat Kamille,  Thaer Al-Shayei,  Suhail Dabbach	23325.0	86.0
1158	Radium Girls	(2018)	Drama, History	6.2	Directors: Lydia Dean Pilcher,  Ginny Mohler |      Stars: Joey King,  Abby Quinn,  Cara Seymour,  Scott Shepherd	1188.0	102.0
1159	The Crew	(II) (2021)	Comedy	6.6	Stars: Kevin James,  Jillian Mueller,  Freddie Stroma,  Gary Anthony Williams	4478.0	79.83280507131538
1160	The Devil Next Door	(2019)	Documentary, Crime, History	7.6	Stars: Eli Gabay,  Eli Rosenbaum,  Michael Shaked,  Yoram Sheftel	11484.0	229.0
1161	Step Up Revolution	(2012)	Drama, Music, Romance	6.4	Director: Scott Speer |      Stars: Kathryn McCormick,  Ryan Guzman,  Cleopatra Coleman,  Misha Gabriel Hamilton	54763.0	99.0
1162	Damnation	(2017–2018)	Crime, Drama, Western	7.7	Stars: Logan Marshall-Green,  Killian Scott,  Sarah Jones,  Chasten Harmon	7430.0	60.0
1164	Bad Day for the Cut	(2017)	Action, Crime, Drama	6.5	Director: Chris Baugh |      Stars: Nigel O'Neill,  Susan Lynch,  Józef Pawlowski,  Stuart Graham	7311.0	99.0
1165	Hustle	(III)	Comedy, Drama, Sport	6.595237226277373	Director: Jeremiah Zagar |      Stars: Adam Sandler,  Ben Foster,  Robert Duvall,  Queen Latifah	21652.736861313868	79.83280507131538
1166	Raketsonyeondan	(2021– )	Comedy, Drama, Sport	1.1	Stars: Kim Sang-kyung,  Na-ra Oh,  Tang Joon-sang,  Sang-Yeon Son	25629.0	80.0
1167	The Girl with All the Gifts	(2016)	Action, Adventure, Drama	6.6	Director: Colm McCarthy |      Stars: Sennia Nanua,  Fisayo Akinade,  Dominique Tipper,  Paddy Considine	56940.0	111.0
1168	The Letter for the King	(2020– )	Action, Adventure, Family	5.9	Stars: Amir Wilson,  Ruby Ashbourne Serkis,  Thaddea Graham,  Islam Bouakkaz	6661.0	79.83280507131538
1169	Bir Baskadir	(2020– )	Drama, Thriller	8.6	Stars: Öykü Karayel,  Fatih Artman,  Funda Eryigit,  Defne Kayalar	23472.0	49.0
1170	Hellsing Ultimate	(2006–2012)	Animation, Action, Fantasy	8.3	Stars: Katie Gray,  Crispin Freeman,  Victoria Harwood,  Ralph Lister	20818.0	50.0
1171	Black Lagoon	(2006)	Animation, Action, Adventure	8.0	Stars: Megumi Toyoguchi,  Daisuke Namikawa,  Maryke Hendrikse,  Brad Swaile	13031.0	25.0
1172	Kurenai no buta	(1992)	Animation, Adventure, Comedy	7.7	Director: Hayao Miyazaki |      Stars: Shûichirô Moriyama,  Tokiko Katô,  Bunshi Katsura Vi,  Tsunehiko Kamijô	81880.0	94.0
1173	Fast & Furious Spy Racers	(2019– )	Animation, Action, Crime	5.5	Stars: Tyler Posey,  Charlet Takahashi Chung,  Jorge Diaz,  Luke Youngblood	1148.0	23.0
1174	Wild Wild Country	(2018)	Documentary, Crime	8.1	Stars: Ma Anand Sheela,  Osho,  Philip Toelkes,  Jane Stork	26746.0	403.0
1175	AJ and the Queen	(2020)	Adventure, Comedy, Drama	7.5	Stars: RuPaul,  Izzy G.,  Michael-Leon Wooley,  Josh Segarra	7137.0	52.0
1176	The Discovery	(I) (2017)	Drama, Romance, Sci-Fi	6.3	Director: Charlie McDowell |      Stars: Robert Redford,  Mary Steenburgen,  Brian McCarthy,  Jason Segel	31299.0	102.0
1177	Young Wallander	(2020– )	Crime, Drama, Mystery	6.8	Stars: Adam Pålsson,  Yasen Atour,  Leanne Best,  Richard Dillane	7280.0	79.83280507131538
1178	Boiseu	(2017–2021)	Action, Crime, Mystery	7.7	Stars: Lee Hana,  Eun-seo Son,  Song Boo-gun,  Kim Joong-Ki	1496.0	60.0
1179	What Keeps You Alive	(2018)	Horror, Thriller	5.7	Director: Colin Minihan |      Stars: Hannah Emily Anderson,  Brittany Allen,  Martha MacIsaac,  Joey Klein	7489.0	98.0
1180	A Prayer Before Dawn	(2017)	Action, Biography, Crime	6.9	Director: Jean-Stéphane Sauvaire |      Stars: Joe Cole,  Cherry Miko,  Vithaya Pansringarm,  Panya Yimmumphai	21815.0	116.0
1181	Go-Toubun no Hanayome	(2019– )	Animation, Comedy, Drama	7.6	Stars: Yoshitsugu Matsuoka,  Kana Hanazawa,  Ayana Taketatsu,  Miku Itou	2691.0	24.0
1182	Midnight Mass	(2021– )	Drama, Horror, Mystery	6.595237226277373	Stars: Rahul Abburi,  Crystal Balint,  Matt Biedel,  Annarah Cymone	21652.736861313868	40.0
1183	Hogar	(2020)	Adventure, Drama, Thriller	6.4	Directors: David Pastor,  Àlex Pastor |      Stars: Javier Gutiérrez,  Mario Casas,  Bruna Cusí,  Ruth Díaz	15329.0	103.0
1184	Our Planet	(2019)	Documentary	9.3	Star: David Attenborough	36473.0	403.0
1185	Shaman King	(2021– )	Animation, Action, Adventure	7.7	Stars: Minami Takayama,  Megumi Hayashibara,  Yôko Hikasa,  Katsuyuki Konishi	412.0	23.0
1186	Cowboy Bebop	(2021– )	Action, Adventure, Crime	6.595237226277373	Stars: John Cho,  Alex Hassell,  Daniella Pineda,  Elena Satine	21652.736861313868	79.83280507131538
1187	Tau	(2018)	Sci-Fi, Thriller	5.8	Director: Federico D'Alessandro |      Stars: Maika Monroe,  Ed Skrein,  Gary Oldman,  Fiston Barek	28732.0	97.0
1188	Isekai Mao to Shokan Shojo no Dorei Majutsu	(2018– )	Animation, Adventure, Comedy	7.1	Stars: Masaaki Mizunaka,  Yû Serizawa,  Azumi Waki,  Jad Saxton	2350.0	24.0
1189	World on Fire	(2019– )	Drama, War	7.3	Stars: Jonah Hauer-King,  Julia Brown,  Helen Hunt,  Sean Bean	4473.0	57.0
1190	Badla	(2019)	Crime, Drama, Mystery	7.8	Director: Sujoy Ghosh |      Stars: Amitabh Bachchan,  Taapsee Pannu,  Amrita Singh,  Antonio Aakeel	24679.0	118.0
1191	El practicante	(2020)	Action, Adventure, Crime	5.6	Director: Carles Torras |      Stars: Mario Casas,  Déborah François,  Guillermo Pfening,  Maria Rodríguez Soto	10363.0	94.0
1192	DC Super Hero Girls	(2019– )	Animation, Action, Adventure	7.1	Stars: Tara Strong,  Nicole Sullivan,  Myrna Velasco,  Kimberly Brooks	950.0	11.0
1193	American Murder: The Family Next Door	(2020)	Documentary, Crime	7.2	Director: Jenny Popplewell |      Stars: Nickole Atkinson,  Jim Benemann,  Luke Epple,  Mark Jamieson	22404.0	83.0
1194	Requiem	(2018)	Drama, Fantasy, Mystery	6.5	Stars: Lydia Wilson,  James Frecheville,  Sian Reese-Williams,  Brendan Coyle	5813.0	60.0
1195	Dear White People	(2017–2021)	Comedy, Drama	6.2	Stars: Antoinette Robertson,  Logan Browning,  Brandon P Bell,  DeRon Horton	23061.0	30.0
1196	Cloudy with a Chance of Meatballs 2	(2013)	Animation, Adventure, Comedy	6.4	Directors: Cody Cameron,  Kris Pearn |      Stars: Bill Hader,  Anna Faris,  Will Forte,  Neil Patrick Harris	94660.0	95.0
1197	Gekijouban Violet Evergarden	(2020)	Animation, Drama, Fantasy	8.5	Director: Taichi Ishidate |      Stars: Yui Ishikawa,  Daisuke Namikawa,  Takehito Koyasu,  Hidenobu Kiuchi	1755.0	140.0
1198	Then Came You	(2018)	Adventure, Comedy, Drama	7.0	Director: Peter Hutchings |      Stars: Asa Butterfield,  Maisie Williams,  Nina Dobrev,  Ken Jeong	10857.0	97.0
1199	Monty Python's Flying Circus	(1969–1974)	Comedy	8.8	Stars: Graham Chapman,  John Cleese,  Terry Gilliam,  Eric Idle	69552.0	30.0
1200	Somewhere Between	(2017)	Drama, Mystery, Sci-Fi	6.3	Stars: Paula Patton,  Devon Sawa,  Aria Birch,  Catherine Barroll	5153.0	41.0
1201	Ascension	(2014)	Drama, Sci-Fi	7.2	Stars: Tricia Helfer,  Gil Bellows,  Brian Van Holt,  Andrea Roth	17926.0	231.0
1202	Wasp Network	(2019)	Crime, Drama, Thriller	5.9	Director: Olivier Assayas |      Stars: Penélope Cruz,  Edgar Ramírez,  Gael García Bernal,  Ana de Armas	9135.0	127.0
1203	Gumihodyeon	(2020– )	Fantasy, Horror, Romance	8.0	Stars: Lee Dong-Wook,  Jo Bo-ah,  Kim Bum,  Kim Yong Ji	2489.0	70.0
1204	Brooklyn's Finest	(2009)	Action, Crime, Drama	6.7	Director: Antoine Fuqua |      Stars: Richard Gere,  Don Cheadle,  Ethan Hawke,  Wesley Snipes	61994.0	132.0
1205	Ride or Die	(III) (2021)	Drama, Romance, Thriller	5.5	Director: Ryuichi Hiroki |      Stars: Kiko Mizuhara,  Honami Satô,  Shinya Niiro,  Shunsuke Tanaka	1261.0	142.0
1206	Señora Acero	(2014–2019)	Crime, Drama, Romance	7.1	Stars: Aurora Gil,  Oscar Priego,  Jorge Zárate,  Michel Duval	309.0	79.83280507131538
1207	The Guilty	(2021)	Action, Adventure, Crime	6.595237226277373	Director: Antoine Fuqua |      Stars: Jake Gyllenhaal,  Riley Keough,  Ethan Hawke,  Peter Sarsgaard	21652.736861313868	90.0
1208	Lab Rats	(2012–2016)	Action, Comedy, Drama	6.6	Stars: William Brent,  Spencer Boldman,  Kelli Berglund,  Tyrel Jackson Williams	5125.0	22.0
1209	The Last Days of American Crime	(2020)	Action, Crime, Drama	3.7	Director: Olivier Megaton |      Stars: Neels Clasen,  Edgar Ramírez,  Tony Caprari,  Kate Normington	10337.0	148.0
1210	Byeol-e-seo on geu-dae	(2013–2014)	Comedy, Drama, Fantasy	8.2	Stars: Jun Ji-hyun,  Kim Soo-hyun,  Park Hae-Jin,  Yoo In-Na	10146.0	60.0
1211	Mirrors	(I) (2008)	Horror, Mystery	6.1	Director: Alexandre Aja |      Stars: Kiefer Sutherland,  Paula Patton,  Amy Smart,  Cameron Boyce	103973.0	110.0
1212	Earthquake Bird	(2019)	Crime, Drama, Mystery	5.9	Director: Wash Westmoreland |      Stars: Alicia Vikander,  Kiki Sukezane,  Kenichi Masuda,  Chiaki Kawamo	13305.0	107.0
1213	The Stand In	(2020)	Comedy, Drama	4.7	Director: Jamie Babbit |      Stars: Drew Barrymore,  Sarah Jes Austell,  Michael Zegen,  T.J. Miller	2636.0	101.0
